Dia,Casos
0,22
1,438
2,1083
3,3574
4,7062
5,11065
6,12002
7,11547
8,10685
9,10816
10,13296
11,11473
12,12256
13,15083
14,12534
15,13638
16,16161
17,19534
18,22267
19,32804
20,57719
21,56633
22,67569
23,70562
24,43577
25,31750
26,28627
27,20604
28,15087
29,14220
30,9835
31,6794
32,6957
33,9086
34,16735
35,37302
36,58380
37,60779
38,46289
39,31033
40,19686
41,13980
42,8314
43,5474
44,4138
