Entidad,Municipio,Habitantes,Mujeres,Hombres,Viviendas,ViviendasConLavadora,PorcentajeVivLavadora
Veracruz de Ignacio de la Llave,Sayula de Alemán,32400,16771,15629,10488,5472,0.5217391304347826
Veracruz de Ignacio de la Llave,Soconusco,16574,8648,7926,5970,3288,0.5507537688442211
Veracruz de Ignacio de la Llave,Sochiapa,3925,1969,1956,1172,459,0.3916382252559727
Veracruz de Ignacio de la Llave,Soledad Atzompa,24578,12577,12001,6352,763,0.12011964735516373
Veracruz de Ignacio de la Llave,Soledad de Doblado,28130,14258,13872,10573,5886,0.5567010309278351
Veracruz de Ignacio de la Llave,Soteapan,34385,17854,16531,11175,1702,0.15230425055928412
Veracruz de Ignacio de la Llave,Tamalín,11631,5810,5821,4145,1766,0.42605548854041014
Veracruz de Ignacio de la Llave,Tamiahua,21902,10910,10992,9368,4267,0.4554867634500427
Veracruz de Ignacio de la Llave,Tampico Alto,11561,5634,5927,5085,2729,0.5366764995083579
Veracruz de Ignacio de la Llave,Tancoco,5795,3010,2785,2292,802,0.349912739965096
Veracruz de Ignacio de la Llave,Tantima,11991,5916,6075,4383,1709,0.3899155829340634
Veracruz de Ignacio de la Llave,Tantoyuca,99959,51826,48133,31722,7399,0.23324506651535212
Veracruz de Ignacio de la Llave,Tatatila,6041,2950,3091,1993,502,0.25188158554942297
Veracruz de Ignacio de la Llave,Castillo de Teayo,20145,10209,9936,6347,3136,0.4940916968646605
Veracruz de Ignacio de la Llave,Tecolutla,24551,12449,12102,11333,4781,0.4218653489808524
Veracruz de Ignacio de la Llave,Tehuipango,29686,15461,14225,6694,20,0.002987750224081267
Veracruz de Ignacio de la Llave,Álamo Temapache,107270,54522,52748,35222,17458,0.4956561240134007
Veracruz de Ignacio de la Llave,Tempoal,34408,17542,16866,11863,4735,0.3991401837646464
Veracruz de Ignacio de la Llave,Tenampa,6448,3223,3225,2082,612,0.29394812680115273
Veracruz de Ignacio de la Llave,Tenochtitlán,5040,2558,2482,1672,563,0.33672248803827753
Veracruz de Ignacio de la Llave,Teocelo,16957,8740,8217,5983,2743,0.4584656526826007
Veracruz de Ignacio de la Llave,Tepatlaxco,8925,4395,4530,2807,830,0.29568934805842534
Veracruz de Ignacio de la Llave,Tepetlán,9405,4598,4807,3698,1040,0.28123309897241755
Veracruz de Ignacio de la Llave,Tepetzintla,14619,7423,7196,4916,1415,0.28783563873067536
Veracruz de Ignacio de la Llave,Tequila,16343,8277,8066,4641,299,0.06442577030812324
Veracruz de Ignacio de la Llave,José Azueta,22709,11573,11136,9500,5062,0.5328421052631579
Veracruz de Ignacio de la Llave,Texcatepec,10824,5550,5274,3640,161,0.04423076923076923
Veracruz de Ignacio de la Llave,Texhuacán,5575,2931,2644,1816,229,0.1261013215859031
Veracruz de Ignacio de la Llave,Texistepec,19925,10124,9801,6817,3153,0.4625201701628282
Veracruz de Ignacio de la Llave,Tezonapa,54537,27726,26811,17868,5637,0.31548018804566824
Veracruz de Ignacio de la Llave,Tierra Blanca,95602,49843,45759,39168,22358,0.5708231209150327
Veracruz de Ignacio de la Llave,Tihuatlán,92726,48069,44657,30625,16904,0.5519673469387755
Veracruz de Ignacio de la Llave,Tlacojalpan,4489,2270,2219,1948,1009,0.5179671457905544
Veracruz de Ignacio de la Llave,Tlacolulan,11685,5934,5751,3508,749,0.21351197263397947
Veracruz de Ignacio de la Llave,Tlacotalpan,12898,6675,6223,5837,3424,0.5866027068699674
Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,4284,2154,2130,1689,675,0.3996447602131439
Veracruz de Ignacio de la Llave,Tlachichilco,10900,5593,5307,3559,440,0.12363023321157629
Veracruz de Ignacio de la Llave,Tlalixcoyan,37795,19415,18380,15889,8870,0.5582478444206684
Veracruz de Ignacio de la Llave,Tlalnelhuayocan,19664,10079,9585,5782,2498,0.4320304392943618
Veracruz de Ignacio de la Llave,Tlapacoyan,61377,31779,29598,21688,10644,0.49077831058649946
Veracruz de Ignacio de la Llave,Tlaquilpa,7933,4222,3711,2251,160,0.07107952021323856
Veracruz de Ignacio de la Llave,Tlilapan,5548,2855,2693,1651,507,0.30708661417322836
Veracruz de Ignacio de la Llave,Tomatlán,7197,3659,3538,2471,1161,0.4698502630513962
Veracruz de Ignacio de la Llave,Tonayán,6105,3149,2956,1738,251,0.14441887226697353
Veracruz de Ignacio de la Llave,Totutla,17217,8692,8525,5416,2143,0.3956794682422452
Veracruz de Ignacio de la Llave,Tuxpan,154600,80405,74195,59430,36403,0.6125357563520107
Veracruz de Ignacio de la Llave,Tuxtilla,2258,1144,1114,1036,614,0.5926640926640927
Veracruz de Ignacio de la Llave,Ursulo Galván,30097,15629,14468,13126,8107,0.6176291330184367
Veracruz de Ignacio de la Llave,Vega de Alatorre,20204,10432,9772,8479,4399,0.5188111805637458
Veracruz de Ignacio de la Llave,Veracruz,607209,319545,287664,280373,163882,0.5845142007254621
Veracruz de Ignacio de la Llave,Villa Aldama,12492,6379,6113,3710,1391,0.37493261455525606
Veracruz de Ignacio de la Llave,Xoxocotla,5900,2939,2961,1716,240,0.13986013986013987
Veracruz de Ignacio de la Llave,Yanga,17902,9477,8425,7240,3596,0.4966850828729282
Veracruz de Ignacio de la Llave,Yecuatla,11205,5662,5543,4249,1392,0.32760649564603433
Veracruz de Ignacio de la Llave,Zacualpan,6788,3550,3238,2771,587,0.21183688199206063
Veracruz de Ignacio de la Llave,Zaragoza,11899,6262,5637,3383,1569,0.46378953591486843
Veracruz de Ignacio de la Llave,Zentla,12581,6293,6288,4462,1949,0.4367996414164052
Veracruz de Ignacio de la Llave,Zongolica,45028,23263,21765,14300,2144,0.14993006993006994
Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,14644,7490,7154,4602,193,0.04193828770099957
Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,14524,7504,7020,4307,574,0.1332714186208498
Veracruz de Ignacio de la Llave,Agua Dulce,44104,23040,21064,16762,11162,0.6659109891421071
Veracruz de Ignacio de la Llave,El Higo,19402,9767,9635,6575,4207,0.6398479087452471
Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,29209,15322,13887,10543,7732,0.7333775965095324
Veracruz de Ignacio de la Llave,Tres Valles,44978,23279,21699,18864,10257,0.5437340966921119
Veracruz de Ignacio de la Llave,Carlos A. Carrillo,23376,12286,11090,9319,6487,0.6961047322674107
Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,15044,7861,7183,5156,1477,0.2864623739332816
Veracruz de Ignacio de la Llave,Uxpanapa,30891,15451,15440,9403,4647,0.494203977454004
Veracruz de Ignacio de la Llave,San Rafael,30351,15454,14897,11563,6690,0.5785695753697138
Veracruz de Ignacio de la Llave,Santiago Sochiapan,13062,6747,6315,4511,1370,0.30370206162713365
Yucatán,Abalá,6550,3247,3303,2208,1101,0.4986413043478261
Yucatán,Acanceh,16772,8393,8379,4914,3006,0.6117216117216118
Yucatán,Akil,12285,6185,6100,3874,2187,0.564532782653588
Yucatán,Baca,6195,3152,3043,2213,1369,0.6186172616357886
Yucatán,Bokobá,2167,1078,1089,837,444,0.5304659498207885
Yucatán,Buctzotz,9159,4525,4634,3733,1946,0.5212965443343156
Yucatán,Cacalchén,7490,3721,3769,2502,1538,0.6147082334132694
Yucatán,Calotmul,3949,1962,1987,1613,719,0.44575325480471173
Yucatán,Cansahcab,4466,2278,2188,1853,974,0.5256341068537507
Yucatán,Cantamayec,2755,1332,1423,960,388,0.4041666666666667
Yucatán,Celestún,8389,4154,4235,3101,1599,0.5156401160915833
Yucatán,Cenotillo,3736,1880,1856,2143,831,0.3877741483901073
Yucatán,Conkal,16671,8501,8170,6507,4055,0.6231750422621792
Yucatán,Cuncunul,1714,829,885,582,295,0.506872852233677
Yucatán,Cuzamá,5560,2739,2821,1791,855,0.47738693467336685
Yucatán,Chacsinkín,3104,1516,1588,900,365,0.40555555555555556
Yucatán,Chankom,4686,2327,2359,1770,562,0.31751412429378534
Yucatán,Chapab,3385,1687,1698,1220,617,0.5057377049180328
Yucatán,Chemax,38934,19359,19575,10282,3768,0.3664656681579459
Yucatán,Chicxulub Pueblo,4497,2218,2279,1724,1024,0.5939675174013921
Yucatán,Chichimilá,9406,4631,4775,2675,975,0.3644859813084112
Yucatán,Chikindzonot,4363,2171,2192,1329,496,0.3732129420617005
Yucatán,Chocholá,4863,2373,2490,1878,1115,0.593716719914803
Yucatán,Chumayel,3244,1647,1597,1228,604,0.49185667752442996
Yucatán,Dzán,6003,3064,2939,1844,1169,0.6339479392624728
Yucatán,Dzemul,3622,1825,1797,1842,863,0.46851248642779586
Yucatán,Dzidzantún,8345,4134,4211,3475,1891,0.5441726618705036
Yucatán,Dzilam de Bravo,2936,1462,1474,1244,673,0.5409967845659164
Yucatán,Dzilam González,6240,3067,3173,2584,1408,0.544891640866873
Yucatán,Dzitás,4015,1959,2056,1468,620,0.4223433242506812
Yucatán,Dzoncauich,2818,1396,1422,1161,491,0.42291128337639966
Yucatán,Espita,16779,8267,8512,5561,2034,0.36576155367739616
Yucatán,Halachó,21255,10582,10673,6985,3856,0.5520400858983536
Yucatán,Hocabá,6514,3265,3249,2225,1051,0.47235955056179774
Yucatán,Hoctún,6384,3210,3174,2367,1101,0.46514575411913817
Yucatán,Homún,8090,4021,4069,2755,1369,0.4969147005444646
Yucatán,Huhí,5250,2552,2698,2070,1047,0.5057971014492754
Yucatán,Hunucmá,35137,17680,17457,11953,6542,0.54731029866979
Yucatán,Ixil,4186,2086,2100,1359,908,0.6681383370125092
Yucatán,Izamal,28555,14355,14200,10279,5618,0.5465512209358887
Yucatán,Kanasín,141939,71527,70412,52140,31161,0.5976409666283083
Yucatán,Kantunil,5553,2823,2730,2177,1037,0.4763435920992191
Yucatán,Kaua,3405,1681,1724,1063,510,0.4797742238946378
Yucatán,Kinchil,7530,3738,3792,2402,1496,0.6228143213988343
Yucatán,Kopomá,2677,1290,1387,973,546,0.5611510791366906
Yucatán,Mama,3296,1681,1615,1152,584,0.5069444444444444
Yucatán,Maní,5968,3024,2944,2063,1094,0.5302956858943286
Yucatán,Maxcanú,23991,11883,12108,7366,4275,0.5803692641868042
Yucatán,Mayapán,3965,1896,2069,1188,582,0.4898989898989899
Yucatán,Mérida,995129,515760,479369,371987,247483,0.6653001314562068
Yucatán,Mocochá,3430,1673,1757,1195,806,0.6744769874476988
Yucatán,Motul,37804,19127,18677,12883,7237,0.5617480400527828
Yucatán,Muna,13494,6747,6747,4481,2413,0.538495871457264
Yucatán,Muxupip,2990,1531,1459,1076,615,0.5715613382899628
Yucatán,Opichén,7080,3503,3577,2485,1296,0.5215291750503018
Yucatán,Oxkutzcab,33854,17544,16310,11463,6235,0.5439239291633953
Yucatán,Panabá,7766,3930,3836,2995,1523,0.5085141903171954
Yucatán,Peto,25954,13067,12887,8621,4121,0.4780187913235123
Yucatán,Progreso,66008,33029,32979,28542,15136,0.530306215401864
Yucatán,Quintana Roo,976,496,480,440,198,0.45
Yucatán,Río Lagartos,3974,1941,2033,1495,875,0.5852842809364549
Yucatán,Sacalum,4962,2402,2560,1737,967,0.5567069660333909
Yucatán,Samahil,5631,2796,2835,1667,1003,0.6016796640671865
Yucatán,Sanahcat,1701,843,858,689,298,0.432510885341074
Yucatán,San Felipe,2118,1029,1089,892,516,0.57847533632287
Yucatán,Santa Elena,4220,2118,2102,1468,727,0.4952316076294278
Yucatán,Seyé,10053,4924,5129,3314,1906,0.5751357875678937
Yucatán,Sinanché,3206,1558,1648,1649,731,0.44329896907216493
Yucatán,Sotuta,8967,4385,4582,3271,1516,0.46346682971568326
Yucatán,Sucilá,3971,1990,1981,1588,759,0.47795969773299746
Yucatán,Sudzal,1949,950,999,771,372,0.48249027237354086
Yucatán,Suma,1857,894,963,756,419,0.5542328042328042
Yucatán,Tahdziú,5854,2845,3009,1574,556,0.35324015247776364
Yucatán,Tahmek,3774,1865,1909,1385,726,0.524187725631769
Yucatán,Teabo,6921,3475,3446,2065,1001,0.4847457627118644
Yucatán,Tecoh,17939,8898,9041,5580,2988,0.535483870967742
Yucatán,Tekal de Venegas,2683,1312,1371,1043,500,0.4793863854266539
Yucatán,Tekantó,3747,1863,1884,1535,744,0.48469055374592834
Yucatán,Tekax,45062,22934,22128,14276,7904,0.5536564864107593
Yucatán,Tekit,11020,5434,5586,3245,1910,0.588597842835131
Yucatán,Tekom,3355,1690,1665,1195,393,0.3288702928870293
Yucatán,Telchac Pueblo,3512,1801,1711,1705,894,0.5243401759530791
Yucatán,Telchac Puerto,1915,962,953,2111,451,0.21364282330648982
Yucatán,Temax,7037,3494,3543,2492,1266,0.5080256821829856
Yucatán,Temozón,16680,8260,8420,5401,2555,0.4730605443436401
Yucatán,Tepakán,2133,1065,1068,994,407,0.40945674044265595
Yucatán,Tetiz,5464,2680,2784,1901,980,0.5155181483429774
Yucatán,Teya,1917,962,955,855,353,0.4128654970760234
Yucatán,Ticul,40495,20558,19937,12298,7535,0.6127012522361359
Yucatán,Timucuy,7503,3715,3788,2078,1185,0.5702598652550529
Yucatán,Tinum,12700,6315,6385,4224,1988,0.4706439393939394
Yucatán,Tixcacalcupul,7888,3949,3939,2367,805,0.3400929446556823
Yucatán,Tixkokob,18420,9383,9037,6099,3809,0.6245286112477455
Yucatán,Tixmehuac,5444,2726,2718,1814,781,0.43054024255788315
Yucatán,Tixpéhual,5690,2874,2816,1841,1103,0.5991309071156979
Yucatán,Tizimín,80672,40618,40054,28688,13380,0.4663970998326827
Yucatán,Tunkás,3684,1795,1889,1665,728,0.43723723723723723
Yucatán,Tzucacab,15346,7677,7669,5150,2723,0.5287378640776699
Yucatán,Uayma,4191,2100,2091,1229,484,0.3938161106590724
Yucatán,Ucú,4049,2034,2015,1439,892,0.6198749131341209
Yucatán,Umán,69147,34725,34422,25114,15104,0.6014175360356773
Yucatán,Valladolid,85460,43535,41925,30221,13902,0.46001125045498165
Yucatán,Xocchel,3451,1701,1750,1176,558,0.4744897959183674
Yucatán,Yaxcabá,16350,7994,8356,5280,2102,0.39810606060606063
Yucatán,Yaxkukul,3293,1665,1628,1084,720,0.6642066420664207
Yucatán,Yobaín,2215,1105,1110,1212,502,0.4141914191419142
Zacatecas,Apozol,6260,3219,3041,2943,1570,0.5334692490655794
Zacatecas,Apulco,4942,2603,2339,2091,1092,0.5222381635581061
Zacatecas,Atolinga,2277,1146,1131,1829,638,0.348824494259158
Zacatecas,Benito Juárez,4493,2251,2242,2193,1031,0.47013223894208844
Zacatecas,Calera,45759,23180,22579,14446,10599,0.7336979094559047
Zacatecas,Cañitas de Felipe Pescador,8255,4228,4027,3041,1848,0.6076948372245972
Zacatecas,Concepción del Oro,12115,6050,6065,4347,2840,0.6533241315850011
Zacatecas,Cuauhtémoc,13466,6918,6548,4320,2566,0.5939814814814814
Zacatecas,Chalchihuites,10086,5194,4892,4188,2184,0.5214899713467048
Zacatecas,Fresnillo,240532,122765,117767,79248,54211,0.684067736725217
Zacatecas,Trinidad García de la Cadena,3362,1706,1656,2048,931,0.45458984375
Zacatecas,Genaro Codina,8168,4225,3943,2993,1530,0.5111927831607083
Zacatecas,General Enrique Estrada,6644,3363,3281,2487,1538,0.6184157619622035
Zacatecas,General Francisco R. Murguía,20191,10417,9774,9048,4580,0.5061892130857648
Zacatecas,El Plateado de Joaquín Amaro,1579,798,781,978,443,0.45296523517382414
Zacatecas,General Pánfilo Natera,23526,12085,11441,8498,5116,0.6020240056483879
Zacatecas,Guadalupe,211740,109285,102455,78570,52731,0.6711340206185566
Zacatecas,Huanusco,4547,2290,2257,2391,1176,0.4918444165621079
Zacatecas,Jalpa,25296,12868,12428,10783,6163,0.5715478067328201
Zacatecas,Jerez,59910,30745,29165,27432,15775,0.575058326042578
Zacatecas,Jiménez del Teul,4465,2255,2210,1595,574,0.35987460815047023
Zacatecas,Juan Aldama,19749,10184,9565,8140,4498,0.5525798525798525
Zacatecas,Juchipila,12251,6364,5887,6724,3436,0.5110053539559786
Zacatecas,Loreto,53709,27442,26267,16259,10889,0.6697213850790331
Zacatecas,Luis Moya,13184,6750,6434,4227,2825,0.6683226874852141
Zacatecas,Mazapil,17774,8663,9111,6881,3794,0.5513733468972533
Zacatecas,Melchor Ocampo,2736,1281,1455,1026,545,0.5311890838206628
Zacatecas,Mezquital del Oro,2451,1235,1216,1283,595,0.4637568199532346
Zacatecas,Miguel Auza,23713,12138,11575,7658,5161,0.6739357534604336
Zacatecas,Momax,2446,1261,1185,1550,679,0.43806451612903224
Zacatecas,Monte Escobedo,8683,4399,4284,4740,2368,0.49957805907173
Zacatecas,Morelos,13207,6655,6552,4409,3352,0.7602630982082105
Zacatecas,Moyahua de Estrada,4530,2312,2218,2932,1301,0.4437244201909959
Zacatecas,Nochistlán de Mejía,27945,14463,13482,14165,7349,0.5188139781150723
Zacatecas,Noria de Ángeles,16284,8384,7900,5220,3315,0.6350574712643678
Zacatecas,Ojocaliente,44144,22882,21262,14481,9130,0.6304813203508045
Zacatecas,Pánuco,17577,8797,8780,6036,3951,0.654572564612326
Zacatecas,Pinos,72241,37485,34756,25505,14106,0.553068025877279
Zacatecas,Río Grande,64535,33255,31280,24317,13896,0.5714520705679155
Zacatecas,Sain Alto,21844,11201,10643,7789,4141,0.5316471947618436
Zacatecas,El Salvador,2509,1235,1274,1103,534,0.4841341795104261
Zacatecas,Sombrerete,63665,32198,31467,23785,13955,0.5867143157452176
Zacatecas,Susticacán,1365,701,664,791,301,0.3805309734513274
Zacatecas,Tabasco,16588,8481,8107,6640,3922,0.5906626506024096
Zacatecas,Tepechitlán,8321,4337,3984,4159,2067,0.49699446982447704
Zacatecas,Tepetongo,6490,3284,3206,4169,1790,0.4293595586471576
Zacatecas,Teúl de González Ortega,5356,2744,2612,2627,1387,0.5279786829082603
Zacatecas,Tlaltenango de Sánchez Román,27302,14078,13224,11523,6220,0.5397899852468975
Zacatecas,Valparaíso,32461,16432,16029,15289,7006,0.4582379488521159
Zacatecas,Vetagrande,10276,5271,5005,3226,2264,0.7017978921264724
Zacatecas,Villa de Cos,34623,17368,17255,12024,7513,0.6248336660013307
Zacatecas,Villa García,19525,9898,9627,6251,3950,0.6318988961766118
Zacatecas,Villa González Ortega,13208,6933,6275,4974,2908,0.5846401286690792
Zacatecas,Villa Hidalgo,19446,9942,9504,6445,3977,0.6170674941815361
Zacatecas,Villanueva,31558,15968,15590,14138,7982,0.5645777337671524
Zacatecas,Zacatecas,149607,77635,71972,54825,37822,0.6898677610579116
Zacatecas,Trancoso,20455,10416,10039,5633,3704,0.6575537014024498
Zacatecas,Santa María de la Paz,2767,1417,1350,1415,705,0.49823321554770317
